fname,lname,name,citizen,village,sex,age,yob,dthmdy,deathtime,ddthtime,dthmondd,deathdate,deathnote,deathclsnt,deathtype,deathhgtm,deathclass,ams,weather,msuccess,o2used,o2none,myear,mseason,yearseas,msmtbid,msmtterm,expldr,hired,sherpa,tibetan,expid,membid,peakid,host,deathrte,route1,route2,agency,agntid,peakexps,peakabvbc,peaksmts,allexps,allabvbc,allsmts,highexps,highabvbc,highsmts,maxhighpt,maxpeakid
Sung-Ho,Seo,Sung-Ho Seo,S Korea,,M,33,1979,21-May-13,5:00,5,21-May,5/21/13,AMS (8000m)(a),Descending from summit bid,1,8000,5,1,0,1,0,1,2013,1,2013 Spr,Successful bid,Success,S Korea (Kim Chang-Ho),0,0,0,EVER-131-33,5,EVER,Nepal,1,S Col-SE Ridge,,,,1,1,1,10,10,9,9,9,8,8849,EVER
Mingma Tenzing,Sherpa,Mingma Tenzing Sherpa (Namche Bazar),Nepal, (Namche Bazar),M,26,1987,2-Apr-14,,0,2-Apr,4/2/14,AMS (5350m)(a),Death at BC,1,5350,2,1,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),Canada (Tim Rippel),1,1,0,EVER-141-09,13,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Aash Bahadur,Gurung,Aash Bahadur Gurung (Laprak-7),Nepal, (Laprak-7),M,0,,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),Brazil (Carlos Santalena),1,0,0,EVER-141-46,4,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Dorje,Khatri,Dorje Khatri,Nepal,,M,45,1968,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Garrett Madison),1,0,0,EVER-141-08,3,EVER,Nepal,1,S Col-SE Ridge,,,,8,8,7,13,13,8,10,10,8,8849,EVER
Ang Kazi (Ankaji),Sherpa,Ang Kazi (Ankaji) Sherpa (Chitre),Nepal, (Chitre),M,35,1978,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),China (Zhang Jing-Chuan),1,1,0,EVER-141-34,8,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Ang Tshiri,Sherpa,Ang Tshiri Sherpa (Thamo),Nepal, (Thamo),M,60,,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Eric Murphy),1,1,0,EVER-141-50,12,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Chhiring Ongchu,Sherpa,Chhiring Ongchu Sherpa (Khumjung),Nepal, (Khumjung),M,33,1980,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),New Zealand (Dean Staples),1,1,0,EVER-141-14,10,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Dorje,Sherpa,Dorje Sherpa (Namche-6),Nepal, (Namche-6),M,49,1964,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Ben Jones),1,1,0,EVER-141-06,7,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Lhakpa Tenjing,Sherpa,Lhakpa Tenjing Sherpa (Khumjung),Nepal, (Khumjung),M,24,1989,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),New Zealand (Dean Staples),1,1,0,EVER-141-14,11,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Mingma Nuru,Sherpa,Mingma Nuru Sherpa (Namche-4),Nepal, (Namche-4),M,31,1983,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Ben Jones),1,1,0,EVER-141-06,8,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Ngima,Sherpa,Ngima Sherpa (Taksindu-3),Nepal, (Taksindu-3),M,27,1986,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Eric Murphy),1,1,0,EVER-141-50,14,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Pasang Karma,Sherpa,Pasang Karma Sherpa (Bupsa),Nepal, (Bupsa),M,38,1975,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),UK (Chris Groves),1,1,0,EVER-141-07,13,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Pem Tenji,Sherpa,Pem Tenji Sherpa (Chheskam-2),Nepal, (Chheskam-2),M,0,,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),China (Zhang Jing-Chuan),1,1,0,EVER-141-34,9,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Phur Temba,Sherpa,Phur Temba Sherpa (Yaphu-9),Nepal, (Yaphu-9),M,24,1989,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Garrett Madison),1,1,0,EVER-141-08,4,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Phurba Ongyal,Sherpa,Phurba Ongyal Sherpa (Pangboche),Nepal, (Pangboche),M,25,1988,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),New Zealand (Dean Staples),1,1,0,EVER-141-14,12,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Tenzing Chhetar,Sherpa,Tenzing Chhetar Sherpa (Yilajung),Nepal, (Yilajung),M,25,1989,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Eric Murphy),1,1,0,EVER-141-50,15,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Thendorje (Thendu Dorje),Sherpa,Thendorje (Thendu Dorje) Sherpa (Pangboche),Nepal, (Pangboche),M,30,1983,18-Apr-14,6:45,6.75,18-Apr,4/18/14,Avalanche (5800m),Route preparation,7,5800,3,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Garrett Madison),1,1,0,EVER-141-08,5,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Chhewang,Sherpa,Chhewang Sherpa (Nunthala),Nepal, (Nunthala),M,19,1995,1-May-14,,0,1-May,5/1/14,Other,Expedition evacuation,11,0,6,0,0,0,0,1,2014,1,2014 Spr,No summit bid,Accident (Death or Injury to Self or Others),New Zealand (Dean Staples),1,1,0,EVER-141-14,9,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Tenjin,Bhote,Tenjin Bhote (Chepuwa-1),Nepal, (Chepuwa-1),M,29,1985,24-Apr-15,11:55,11.92,24-Apr,4/24/15,Avalanche (5350m),Death at BC,7,5350,2,0,0,0,0,1,2015,1,2015 Spr,No summit bid,Accident (Death or Injury to Self or Others),UK (Tim Mosedale),1,0,1,EVER-151-54,9,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Renu,Fotedar,Ms. Renu Fotedar,Australia,,F,59,1955,25-Apr-15,11:50,11.83,25-Apr,4/25/15,Avalanche (5350m),Death at BC,7,5350,2,0,0,0,0,1,2015,1,2015 Spr,No summit bid,Accident (Death or Injury to Self or Others),China (Ma Li-Yamu),0,0,0,EVER-151-61,2,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Daniel Paul (Dan),Fredinberg,Daniel Paul (Dan) Fredinberg,USA,,M,33,1981,25-Apr-15,11:50,11.83,25-Apr,4/25/15,Avalanche (5350m),Death at BC,7,5350,2,0,0,0,0,1,2015,1,2015 Spr,No summit bid,Other,UK (David Hamilton),0,0,0,EVER-151-25,7,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Marisa Eve,Girawong,Ms. Marisa Eve Girawong,USA,,F,28,1986,25-Apr-15,11:55,11.92,25-Apr,4/25/15,Avalanche (5350m),Death at BC,7,5350,2,0,0,0,0,1,2015,1,2015 Spr,No summit bid,Did Not Climb or Intend to Smt,USA (Garrett Madison),0,0,0,EVER-151-68,11,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Krishna Kumar Kulung,Rai,Krishna Kumar Kulung Rai,Nepal,,M,32,1982,25-Apr-15,11:55,11.92,25-Apr,4/25/15,Avalanche (5350m),Death at BC,7,5350,2,0,0,0,0,1,2015,1,2015 Spr,No summit bid,Did Not Climb or Intend to Smt,UK (Tim Mosedale),1,0,0,EVER-151-54,11,EVER,Nepal,0,,,,,0,0,0,1,1,0,0,0,0,0,
Maila,Rai,Maila Rai,Nepal,,M,41,1973,25-Apr-15,11:55,11.92,25-Apr,4/25/15,Avalanche (5350m),Death at BC,7,5350,2,0,0,0,0,1,2015,1,2015 Spr,No summit bid,Did Not Climb or Intend to Smt,New Zealand (Guy Cotter),1,0,0,EVER-151-59,17,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Chhimi Dawa,Sherpa,Chhimi Dawa Sherpa (Bung-9),Nepal, (Bung-9),M,47,1967,25-Apr-15,11:55,11.92,25-Apr,4/25/15,Avalanche (5350m),Death at BC,7,5350,2,0,0,0,0,1,2015,1,2015 Spr,No summit bid,Accident (Death or Injury to Self or Others),New Zealand (Guy Cotter),1,1,0,EVER-151-59,22,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Dawa Chhiri,Sherpa,Dawa Chhiri Sherpa (Chaurikharka-2),Nepal, (Chaurikharka-2),M,25,1989,25-Apr-15,11:55,11.92,25-Apr,4/25/15,Avalanche (5350m),Death at BC,7,5350,2,0,0,0,0,1,2015,1,2015 Spr,No summit bid,Accident (Death or Injury to Self or Others),New Zealand (Guy Cotter),1,1,0,EVER-151-59,23,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Jangbu,Sherpa,Jangbu Sherpa (Taksindu-5),Nepal, (Taksindu-5),M,53,1961,25-Apr-15,11:55,11.92,25-Apr,4/25/15,Avalanche (5350m),Death at BC,7,5350,2,0,0,0,0,1,2015,1,2015 Spr,No summit bid,Did Not Climb or Intend to Smt,New Zealand (Guy Cotter),1,1,0,EVER-151-59,26,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Lhakpa Chhiring,Sherpa,Lhakpa Chhiring Sherpa (Khunde),Nepal, (Khunde),M,33,1982,25-Apr-15,11:55,11.92,25-Apr,4/25/15,Avalanche (5350m),Death at BC,7,5350,2,0,0,0,0,1,2015,1,2015 Spr,No summit bid,Accident (Death or Injury to Self or Others),China (Ma Li-Yamu),1,1,0,EVER-151-61,7,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Pasang Temba,Sherpa,Pasang Temba Sherpa (Tengboche),Nepal, (Tengboche),M,62,1952,25-Apr-15,11:55,11.92,25-Apr,4/25/15,Avalanche (5350m),Death at BC,7,5350,2,0,0,0,0,1,2015,1,2015 Spr,No summit bid,Did Not Climb or Intend to Smt,UK (Tim Mosedale),1,1,0,EVER-151-54,15,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Pemba,Sherpa,Pemba Sherpa (Taksindu-5),Nepal, (Taksindu-5),M,19,1996,25-Apr-15,11:55,11.92,25-Apr,4/25/15,Avalanche (5350m),Death at BC,7,5350,2,0,0,0,0,1,2015,1,2015 Spr,No summit bid,Did Not Climb or Intend to Smt,New Zealand (Guy Cotter),1,1,0,EVER-151-59,35,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Pemba Yishi (Hissi),Sherpa,Pemba Yishi (Hissi) Sherpa (Bung-9),Nepal, (Bung-9),M,33,1982,25-Apr-15,11:55,11.92,25-Apr,4/25/15,Avalanche (5350m),Death at BC,7,5350,2,0,0,0,0,1,2015,1,2015 Spr,No summit bid,Accident (Death or Injury to Self or Others),New Zealand (Guy Cotter),1,1,0,EVER-151-59,36,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Shiva Kumar,Shrestha,Shiva Kumar Shrestha,Nepal,,M,25,1989,25-Apr-15,11:55,11.92,25-Apr,4/25/15,Avalanche (5350m),Death at BC,7,5350,2,0,0,0,0,1,2015,1,2015 Spr,No summit bid,Did Not Climb or Intend to Smt,Nepal (Gopal Shrestha),1,0,0,EVER-151-62,2,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Eric Ary,Arnold,Eric Ary Arnold,Netherlands,,M,36,1980,20-May-16,9:00,9,20-May,5/20/16,AMS (7900m)(a),Descending from summit bid,1,7900,5,1,0,1,1,0,2016,1,2016 Spr,Successful bid,Success,Netherlands (Arnold Coster),0,0,0,EVER-161-05,2,EVER,Nepal,1,S Col-SE Ridge,,,,3,2,0,4,3,0,4,3,0,8500,EVER
Goutam,Ghosh,Goutam Ghosh,India,,M,50,1966,21-May-16,,0,21-May,5/21/16,Disappearance(8700m),Ascending in summit bid,9,8700,4,0,0,0,1,0,2016,1,2016 Spr,Aborted above high camp,Accident (Death or Injury to Self or Others),India (Paresh Chandra Nath),0,0,0,EVER-161-48,2,EVER,Nepal,1,S Col-SE Ridge,,,,3,1,0,3,1,0,3,1,0,7200,EVER
Paresh Chandra,Nath,Paresh Chandra Nath,India,,M,58,1958,21-May-16,,0,21-May,5/21/16,Disappearance(8700m),Ascending in summit bid,9,8700,4,0,0,0,1,0,2016,1,2016 Spr,Aborted above high camp,Accident (Death or Injury to Self or Others),India (Paresh Chandra Nath),0,0,0,EVER-161-48,1,EVER,Nepal,1,S Col-SE Ridge,,,,1,0,0,1,0,0,1,0,0,0,
Subhas,Paul,Subhas Paul,India,,M,43,1972,21-May-16,,0,21-May,5/21/16,Exhaustion (8760m),Descending from summit bid,2,8760,5,0,0,1,1,0,2016,1,2016 Spr,Successful bid,Success,India (Paresh Chandra Nath),0,0,0,EVER-161-48,4,EVER,Nepal,1,S Col-SE Ridge,,,,1,0,0,1,0,0,1,0,0,0,
Maria Elizabeth,Strydom,Ms. Maria Elizabeth Strydom,Australia,,F,34,1981,21-May-16,10:30,10.5,21-May,5/21/16,AMS (7800m)(a),Descending from summit bid,1,7800,5,1,0,0,1,0,2016,1,2016 Spr,Aborted above high camp,"Altitude (AMS Symptoms, Breathing or Unwell)",Netherlands (Arnold Coster),0,0,0,EVER-161-05,7,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Min Bahadur,Sherchan,Min Bahadur Sherchan,Nepal,,M,85,1931,6-May-17,17:14,17.23,6-May,5/6/17,Illness (non-AMS) (5350m),Death at BC,10,5350,2,0,0,0,0,1,2017,1,2017 Spr,No summit bid,Accident (Death or Injury to Self or Others),Nepal (Min Bahadur Sherchan),0,0,0,EVER-171-47,1,EVER,Nepal,0,,,,,3,1,1,3,1,1,3,1,1,8849,EVER
Ravi,Kumar,Ravi Kumar,India,,M,26,1990,20-May-17,20:00,20,20-May,5/20/17,Exhaustion (8400m)(a),Descending from summit bid,2,8400,5,1,0,1,1,0,2017,1,2017 Spr,Successful bid,Success,India (Ravi Kumar),0,0,0,EVER-171-48,1,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Roland Anthony,Yearwood,Roland Anthony Yearwood,USA,,M,50,1966,20-May-17,23:59,23.98,20-May,5/20/17,AMS (8400m)(a),Descending from summit bid,1,8400,5,1,0,0,1,0,2017,1,2017 Spr,Aborted above high camp,"Altitude (AMS Symptoms, Breathing or Unwell)",USA (Dan Mazur),0,0,0,EVER-171-20,16,EVER,Nepal,1,S Col-SE Ridge,,,,1,0,0,1,0,0,1,0,0,6400,EVER
Francesco Enrico (Frank),Marchetti,Francesco Enrico (Frank) Marchetti,Australia,,M,53,1963,21-May-17,,0,21-May,5/21/17,AMS (8220m)(a),Descending from summit bid,1,8220,5,1,0,0,1,0,2017,1,2017 Spr,Aborted above high camp,"Altitude (AMS Symptoms, Breathing or Unwell)",Australia (Frank Marchetti),0,0,0,EVER-171-87,1,EVER,China,1,N Col-NE Ridge,,,,1,0,0,1,0,0,1,0,0,6400,EVER
Vladimir (Vlado),Strba,Vladimir (Vlado) Strba,Slovakia,,M,48,1968,21-May-17,17:00,17,21-May,5/21/17,AMS (7900m)(a),Descending from summit bid,1,7900,5,1,0,0,0,1,2017,1,2017 Spr,Aborted above high camp,"Exhaustion, Fatigue, Weakness or Lack of Motivatio",Slovakia (Vladimir Strba),0,0,0,EVER-171-45,1,EVER,Nepal,1,S Col-SE Ridge,,,,1,1,0,7,7,1,6,6,1,8188,CHOY
Goht Khuber,Rai,Goht Khuber Rai,Nepal,,M,0,,27-May-17,,0,27-May,5/27/17,Illness (non-AMS) (5350m),Death at BC,10,5350,2,0,0,0,0,1,2017,1,2017 Spr,No summit bid,Did Not Climb or Intend to Smt,USA (Ben Jones),1,0,0,EVER-171-11,9,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Lama Babu,Sherpa,Lama Babu Sherpa (Sakpharma),Nepal, (Sakpharma),M,48,1969,14-May-18,,0,14-May,5/14/18,Fall (8750m),Descending from summit bid,4,8750,5,0,0,1,1,0,2018,1,2018 Spr,Successful bid,Success,Ukraine (Taras Pozdnii),1,1,0,EVER-181-21,5,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Pasang Nuru,Sherpa,Pasang Nuru Sherpa (Kharikhola),Nepal, (Kharikhola),M,40,1977,17-May-18,,0,17-May,5/17/18,Exhaustion (8550m)(a),Ascending in summit bid,2,8550,4,1,0,0,1,0,2018,1,2018 Spr,Aborted above high camp,Accident (Death or Injury to Self or Others),Russia (Alex Abramov),1,1,0,EVER-181-66,54,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Nobukazu,Kuriki,Nobukazu Kuriki,Japan,,M,35,1982,20-May-18,23:30,23.5,20-May,5/20/18,Fall (7200m),Route preparation,4,7200,3,0,0,0,0,1,2018,1,2018 Spr,Aborted below high camp,Accident (Death or Injury to Self or Others),Japan (Nobukazu Kuriki),0,0,0,EVER-181-59,1,EVER,Nepal,1,SW Face,,,,8,8,0,13,13,2,13,13,2,8188,CHOY
Georgi,Petkov,Georgi Petkov,Macedonia,,M,62,1956,20-May-18,14:00,14,20-May,5/20/18,Illness (non-AMS) (7500m),Descending from summit bid,10,7500,5,0,0,0,1,0,2018,1,2018 Spr,Aborted below high camp,Accident (Death or Injury to Self or Others),UK (Tim Mosedale),0,0,0,EVER-181-10,7,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Damai Sarki,Sherpa,Damai Sarki Sherpa (Jubing-5),Nepal, (Jubing-5),M,30,1988,21-May-18,17:00,17,21-May,5/21/18,Crevasse (6440m),Descending from summit bid,5,6440,5,0,0,1,1,0,2018,1,2018 Spr,Successful bid,Success,Brazil (Carlos Santalena),1,1,0,EVER-181-24,8,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Seamus Sean,Lawless,Seamus Sean Lawless,Ireland,,M,39,1979,16-May-19,16:00,16,16-May,5/16/19,Fall (7900m),Descending from summit bid,4,7900,5,0,0,1,1,0,2019,1,2019 Spr,Successful bid,Success,Ireland (Noel Hanna),0,0,0,EVER-191-19,4,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Ravi,Thakur,Ravi Thakur,India,,M,27,1991,16-May-19,11:00,11,16-May,5/16/19,AMS (7900m)(a),Descending from summit bid,1,7900,5,1,0,1,1,0,2019,1,2019 Spr,Successful bid,Success,Canada (Dalip Shekhawat),0,0,0,EVER-191-18,16,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Donald Lynn,Cash,Donald Lynn Cash,USA,,M,54,1964,22-May-19,,0,22-May,5/22/19,Exhaustion (8760m)(a),Descending from summit bid,2,8760,5,1,0,1,1,0,2019,1,2019 Spr,Successful bid,Success,Pakistan (Mirza Ali Baig),0,0,0,EVER-191-28,2,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Anjali Sharad,Kulkarni,Ms. Anjali Sharad Kulkarni,India,,F,53,1965,22-May-19,,0,22-May,5/22/19,Exhaustion (8400m)(a),Ascending in summit bid,2,8400,4,1,0,0,1,0,2019,1,2019 Spr,Aborted above high camp,"Exhaustion, Fatigue, Weakness or Lack of Motivatio",India (Kishor Dhankude),0,0,0,EVER-191-33,3,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Nihal Ashpak,Bagwan,Nihal Ashpak Bagwan,India,,M,26,1992,23-May-19,,0,23-May,5/23/19,Exhaustion (7900m)(a),Descending from summit bid,2,7900,5,1,0,1,1,0,2019,1,2019 Spr,Successful bid,Success,India (Rahul Inamdar),0,0,0,EVER-191-38,2,EVER,Nepal,1,S Col-SE Ridge,,,,1,1,0,1,1,0,1,1,0,0,
Kalpana,Dash,Ms. Kalpana Dash,India,,F,52,1966,23-May-19,,0,23-May,5/23/19,Exhaustion (8400m)(a),Descending from summit bid,2,8400,5,1,0,1,1,0,2019,1,2019 Spr,Successful bid,Success,China (Ma Li-Yamu),0,0,0,EVER-191-26,2,EVER,Nepal,1,S Col-SE Ridge,,,,3,3,1,3,3,1,3,3,1,8849,EVER
Kevin Gerard,Hynes,Kevin Gerard Hynes,Ireland,,M,56,1963,23-May-19,,0,23-May,5/23/19,Exhaustion (7000m)(a),Descending from summit bid,2,7000,5,1,0,0,1,0,2019,1,2019 Spr,Aborted above high camp,"Exhaustion, Fatigue, Weakness or Lack of Motivatio",Australia (Rolfe Oostra),0,0,0,EVER-191-73,2,EVER,China,1,N Col-NE Ridge,,,,1,1,1,1,1,1,1,1,1,8849,EVER
Ernst,Landgraf,Ernst Landgraf,Austria,,M,64,1954,23-May-19,,0,23-May,5/23/19,Fall (8680m),Descending from summit bid,4,8680,5,0,0,1,1,0,2019,1,2019 Spr,Successful bid,Success,"Switzerland (Kari Kobler, Andreas Neuschmid)",0,0,0,EVER-191-60,6,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Dhruba,Bista,Dhruba Bista,Nepal,,M,32,1986,24-May-19,,0,24-May,5/24/19,AMS (7100m)(a),Descending from summit bid,1,7100,5,1,0,0,1,0,2019,1,2019 Spr,Aborted below high camp,Accident (Death or Injury to Self or Others),USA (John All),1,0,0,EVER-191-39,4,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,2,2,2,0,0,0,6814,AMAD
Robin Haynes,Fisher,Robin Haynes Fisher,UK,,M,44,1975,25-May-19,,0,25-May,5/25/19,AMS (8700m)(a),Descending from summit bid,1,8700,5,1,0,1,1,0,2019,1,2019 Spr,Successful bid,Success,UK (Dani Fuller),0,0,0,EVER-191-14,4,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Christopher Jon,Kulish,Christopher Jon Kulish,USA,,M,62,1957,27-May-19,16:00,16,27-May,5/27/19,AMS (7900m)(a),Descending from summit bid,1,7900,5,1,0,1,1,0,2019,1,2019 Spr,Successful bid,Success,USA (Mike Hamill),0,0,0,EVER-191-17,14,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Puwei,Liu,Puwei Liu,USA,,M,54,1966,12-May-21,,0,12-May,5/12/21,Exhaustion (7950m),Descending from summit bid,2,7950,5,0,0,0,1,0,2021,1,2021 Spr,Aborted above high camp,"Frostbite, Snowblindness or Coldness",India (Umesh Zirpe),0,0,0,EVER-211-25,19,EVER,Nepal,0,,,,,0,0,0,2,2,1,1,1,1,8163,MANA
Abdul Waheed,Waraich,Abdul Waheed Waraich,Switzerland,,M,41,1980,12-May-21,,0,12-May,5/12/21,Exhaustion (8700m),Descending from summit bid,2,8700,5,0,0,1,1,0,2021,1,2021 Spr,Successful bid,Success,India (Umesh Zirpe),0,0,0,EVER-211-25,35,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Pemba Tashi,Sherpa,Pemba Tashi Sherpa (Yaphu-6),Nepal, (Yaphu-6),M,27,1993,18-May-21,,0,18-May,5/18/21,Crevasse (6200m),Route preparation,5,6200,3,0,0,1,1,0,2021,1,2021 Spr,Successful bid,Success,USA (Mike Hamill),1,1,0,EVER-211-09,46,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Wang Dorchi,Sherpa,Wang Dorchi Sherpa (Makalu-Barun),Nepal, (Makalu-Barun),M,0,,23-May-21,,0,23-May,5/23/21,Illness (non-AMS) (8000m),Descending from summit bid,10,8000,5,0,0,1,1,0,2021,1,2021 Spr,Successful bid,Success,Russia (Alex Abramov),1,1,0,EVER-211-12,26,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,